Close,SMA14,SMA50,SMA14IND,SMA50IND,Bulls,CCI,DM,OSMA,RSI,Stoch,Decision
0.79548,0.79140,0.78482,0.00086,0.00042,0,20,0,0,0,10,WAIT
0.79671,0.79219,0.78527,0.00080,0.00045,0.0005,40,0,0,10,0,WAIT
0.79656,0.79302,0.78570,0.00083,0.00043,0,0,0,0,0,20,WAIT
0.79561,0.79382,0.78605,0.00079,0.00035,-0.0015,-40,-0.1,-0.00025,-10,-10,SELL
0.7963,0.79444,0.78642,0.00062,0.00037,0.00059,20,-0.1,-0.00025,0,-10,SELL
0.79568,0.79475,0.78679,0.00031,0.00037,-3E-05,-40,0,0,0,0,STRONGSELL
0.79355,0.79495,0.78716,0.00019,0.00037,-0.00206,-140,-0.2,0,-10,-10,SELL
0.7939,0.79489,0.78749,-0.00006,0.00033,-0.001,39.95,0,-0.0005,0,-10,WAIT
0.79092,0.79482,0.78781,-0.00007,0.00032,-0.0005,-139.95,-0.1,0,-10,-20,WAIT
0.79229,0.79465,0.78806,-0.00017,0.00025,-0.0005,80,0,-0.0005,10,0,WAIT
0.79465,0.79456,0.78832,-0.00009,0.00026,0.002,100,0.1,0.0005,0,10,WAIT
0.78993,0.79468,0.78856,0.00012,0.00024,0,-160,-0.1,-0.0005,-10,0,BUY
0.79209,0.79432,0.78868,-0.00036,0.00012,-0.002,100,-0.1,0,10,20,WAIT
0.7943,0.79410,0.78878,-0.00022,0.00010,0.0015,80,0.1,0.0005,0,10,SELL
0.79289,0.79414,0.78891,0.00004,0.00012,-0.0005,-60.05,0,0,0,10,WAIT
0.79301,0.79396,0.78898,-0.00018,0.00007,-0.0005,20.05,-0.1,0,0,10,BUY
0.79194,0.79369,0.78905,-0.00026,0.00007,0.001,-40,0,0,-10,-10,WAIT
0.79313,0.79336,0.78913,-0.00033,0.00008,-0.0005,60,0,0.0005,10,-10,STRONGBUY
0.7943,0.79318,0.78920,-0.00018,0.00007,0.0025,80,0.1,0,0,0,STRONGBUY
0.79292,0.79304,0.78932,-0.00014,0.00012,-0.002,-60,0,0,0,-20,STRONGBUY
0.79713,0.79284,0.78942,-0.00020,0.00010,0.00237,180,0.2,0.0005,10,20,BUY
0.7986,0.79310,0.78962,0.00026,0.00020,0.00163,0,0,0,0,10,WAIT
0.80084,0.79344,0.78985,0.00034,0.00024,0.0025,0,0.1,0.0005,0,10,WAIT
0.79833,0.79414,0.79013,0.00071,0.00027,-0.002,-80,0,0,-10,-10,STRONGBUY
0.79953,0.79458,0.79038,0.00043,0.00025,-0.001,0,0,0,10,-10,STRONGBUY
0.79998,0.79492,0.79075,0.00035,0.00038,-0.00078,-20,0.1,0,0,-10,STRONGBUY
0.80139,0.79564,0.79114,0.00072,0.00039,0.00028,20,0.1,0,0,10,STRONGBUY
0.80295,0.79631,0.79154,0.00066,0.00040,0.0015,20,0,0,0,0,STRONGBUY
0.80617,0.79692,0.79199,0.00062,0.00045,0.002,20,0,0.00025,10,20,STRONGSELL
0.80584,0.79787,0.79249,0.00095,0.00049,-0.001,-20,0,0.00025,0,10,STRONGSELL
0.80607,0.79879,0.79301,0.00092,0.00052,0.0005,-20,0.1,-0.0005,0,-10,STRONGSELL
0.80219,0.79980,0.79351,0.00101,0.00050,-0.0005,-80,-0.1,0,-20,-20,SELL
0.80197,0.80045,0.79396,0.00065,0.00045,-nan,0,-0.1,-0.0005,0,-20,WAIT
0.80119,0.80099,0.79437,0.00055,0.00041,-0.001,-40,0,-0.0005,0,-30,BUY
0.8011,0.80158,0.79479,0.00059,0.00042,-0.0005,-20,0,0,0,0,BUY
0.80173,0.80187,0.79521,0.00028,0.00042,-0.00025,20,-0.1,-0.0005,0,0,WAIT
0.8022,0.80209,0.79561,0.00022,0.00040,-0.00025,20,-0.1,0,0,10,WAIT
0.80272,0.80219,0.79597,0.00010,0.00036,0.001,0,0.1,0,10,20,WAIT
0.80188,0.80250,0.79632,0.00031,0.00035,-0.0005,-40,0,0,-10,10,STRONGBUY
0.8028,0.80267,0.79665,0.00017,0.00033,-0.0005,20,-0.1,0,0,10,BUY
0.80181,0.80287,0.79697,0.00020,0.00032,0,-40.05,0,0,0,0,STRONGBUY
0.80498,0.80290,0.79717,0.00003,0.00020,0.002,140.05,0,0.0005,10,10,BUY
0.8055,0.80305,0.79741,0.00014,0.00024,0,20,-0.1,0,0,10,BUY
0.80599,0.80300,0.79763,-0.00005,0.00022,0,20,0,0.0005,0,10,STRONGBUY
0.80603,0.80301,0.79785,0.00001,0.00022,-0.0005,0,-0.1,0,0,0,STRONGBUY
0.80731,0.80301,0.79811,0.00000,0.00025,0.0005,20,0.2,0,0,0,BUY
0.81099,0.80337,0.79839,0.00037,0.00028,0.003,40,0.1,0.0005,10,0,WAIT
0.8135,0.80402,0.79875,0.00064,0.00036,0.0015,0,0.1,0,0,0,STRONGSELL
0.8101,0.80490,0.79912,0.00088,0.00037,-0.0005,-80,0,0,-10,-10,WAIT
0.81044,0.80554,0.79941,0.00064,0.00030,-0.00357,-20,0,0,0,-10,SELL
0.80964,0.80616,0.79975,0.00062,0.00034,0.00057,-20,0,-0.0005,0,-20,STRONGSELL
0.8104,0.80669,0.80003,0.00053,0.00028,-0.001,0,-0.1,0,0,-10,WAIT
0.80802,0.80724,0.80031,0.00055,0.00027,-0.0005,-60,0,-0.0005,-10,-10,BUY
0.80664,0.80768,0.80053,0.00044,0.00023,-0.0005,-40,-0.1,0,0,-10,STRONGBUY
0.8104,0.80795,0.80076,0.00027,0.00022,0.0005,80,0.1,0,10,10,WAIT
0.811,0.80857,0.80104,0.00061,0.00028,0.0005,20,0,0,0,30,STRONGSELL
0.81036,0.80900,0.80134,0.00043,0.00031,-0.0005,-40,-0.1,0,0,20,STRONGSELL
0.81026,0.80934,0.80168,0.00035,0.00034,-0.0005,0,0,0,0,0,STRONGBUY
0.80486,0.80965,0.80201,0.00030,0.00033,0.001,-220,-0.1,-0.0005,-20,-30,STRONGBUY
0.80438,0.80957,0.80229,-0.00008,0.00028,-0.0045,20,0,-0.00025,0,-30,STRONGBUY
0.81424,0.80936,0.80253,-0.00021,0.00024,0.007,320,0.1,0.00075,20,20,STRONGBUY
0.81632,0.80959,0.80292,0.00023,0.00039,nan,40,0,0.0005,0,20,STRONGBUY
0.81651,0.80979,0.80345,0.00020,0.00053,-0.002,-20,0.1,0,0,20,STRONGBUY
0.81882,0.81025,0.80394,0.00046,0.00049,0.0005,0,0,0.0005,0,0,WAIT
0.82165,0.81085,0.80443,0.00060,0.00049,0.00475,-20,0,0.0005,10,10,WAIT
0.82263,0.81170,0.80500,0.00086,0.00058,-0.00375,-20,0,0,0,0,SELL
0.81889,0.81258,0.80559,0.00087,0.00059,-0.0005,-60,0,0,-10,-10,STRONGBUY
0.82086,0.81335,0.80613,0.00078,0.00054,-0.0015,20,0.1,0,0,-10,BUY
0.82067,0.81437,0.80669,0.00102,0.00055,-0.00125,-20,-0.1,-0.0005,0,-20,BUY
0.82204,0.81510,0.80721,0.00073,0.00053,-0.00025,20,0,0,0,10,BUY
0.82383,0.81589,0.80780,0.00079,0.00058,0.001,0,0.1,0,0,10,WAIT
0.82273,0.81685,0.80833,0.00096,0.00053,0,-20,0,-0.0005,0,0,SELL
0.82358,0.81775,0.80881,0.00089,0.00048,-0.0015,20,0.1,0,0,0,STRONGSELL
0.82447,0.81908,0.80927,0.00134,0.00045,-0.0005,20,0,0,0,0,STRONGSELL
0.82045,0.82052,0.80979,0.00143,0.00052,-0.00057,-120,-0.2,-0.0005,-10,-10,STRONGSELL
0.81806,0.82096,0.81021,0.00044,0.00042,-0.00193,-100,-0.1,-0.0005,0,-30,BUY
0.81817,0.82109,0.81057,0.00012,0.00036,-0.002,0,0,0,0,-20,BUY
0.81697,0.82120,0.81091,0.00012,0.00034,0.0005,-40,-0.1,-0.0005,0,0,STRONGBUY
0.82009,0.82107,0.81119,-0.00013,0.00028,0.001,120,-0.1,0,0,20,BUY
0.81918,0.82096,0.81147,-0.00011,0.00028,0,-20.05,0,0,0,10,STRONGBUY
0.82353,0.82071,0.81173,-0.00025,0.00027,0.00275,140.05,0.2,0.0005,10,30,STRONGBUY
0.82244,0.82105,0.81208,0.00033,0.00035,-0.0004,-40,0,0,-10,10,STRONGBUY
0.82868,0.82116,0.81249,0.00011,0.00041,0.00465,140,0.1,0.001,10,10,SELL
0.82733,0.82173,0.81302,0.00057,0.00053,-0.0005,-60,0,0,0,-10,STRONGSELL
0.82562,0.82211,0.81354,0.00038,0.00052,-0.0025,-60,-0.1,0,0,-10,STRONGSELL
0.82589,0.82224,0.81403,0.00013,0.00049,-0.002,0,0,0,0,-10,STRONGBUY
0.8237,0.82246,0.81452,0.00023,0.00048,0,-40,0,0,-10,-20,STRONGBUY
0.82238,0.82247,0.81495,0.00001,0.00043,-0.0015,-20,-0.1,-0.0005,0,-20,STRONGBUY
0.82897,0.82232,0.81534,-0.00015,0.00039,0.004,120,0.2,0.0005,10,10,STRONGBUY
0.83258,0.82293,0.81588,0.00061,0.00054,0.003,20,0.1,0,0,30,BUY
0.83231,0.82397,0.81648,0.00104,0.00060,0.001,-20,0,0.0005,0,20,BUY
0.83242,0.82498,0.81709,0.00101,0.00061,-0.003,-20,0,0,0,0,WAIT
0.83423,0.82608,0.81764,0.00110,0.00055,0.00025,20,0,0,0,0,WAIT
0.83375,0.82709,0.81821,0.00101,0.00057,-0.00125,-20,0,0,0,0,WAIT
0.83177,0.82813,0.81877,0.00104,0.00056,-0.00025,-60,0,0,0,-10,WAIT
0.83474,0.82872,0.81928,0.00059,0.00051,-0.00025,40,0,0,0,-10,STRONGSELL
0.83305,0.82960,0.81983,0.00088,0.00055,0.0015,-40,-0.1,-0.0005,0,-20,SELL
0.83162,0.82991,0.82027,0.00031,0.00044,-nan,-20,0,-0.0005,-10,0,WAIT
0.83142,0.83022,0.82063,0.00031,0.00036,-0.002,-20,0,0,0,-20,BUY
0.83168,0.83063,0.82106,0.00041,0.00043,0.0005,0,0,-0.0005,0,0,STRONGBUY
0.83236,0.83104,0.82148,0.00041,0.00042,0.0005,20,0,0,10,10,BUY
0.83363,0.83166,0.82194,0.00062,0.00045,0.002,40,0.1,0,0,10,SELL
0.8362,0.83247,0.82240,0.00080,0.00046,0.0015,120,0,0.0005,0,20,STRONGSELL
0.8345,0.83298,0.82297,0.00052,0.00056,-0.001,-120,-0.1,0,0,10,STRONGSELL
0.83179,0.83312,0.82352,0.00014,0.00056,-0.0025,-140,-0.1,-0.00025,-10,-20,BUY
0.83068,0.83308,0.82395,-0.00004,0.00043,-0.0025,-40,-0.1,-0.00025,0,-20,BUY
0.82986,0.83296,0.82435,-0.00012,0.00039,0.0005,-20,0,0,0,-20,STRONGBUY
0.83305,0.83265,0.82474,-0.00031,0.00039,0.001,160,0,0,0,10,BUY
0.83284,0.83260,0.82519,-0.00005,0.00046,0.0015,-20,0.1,0,0,20,WAIT
0.83313,0.83267,0.82575,0.00008,0.00056,-0.001,20,0,0,0,20,BUY
0.83415,0.83256,0.82633,-0.00011,0.00057,0.0005,40,0,0,0,10,WAIT
0.83274,0.83264,0.82672,0.00008,0.00040,0.00141,-60,0,0.0005,0,0,BUY
0.83554,0.83272,0.82705,0.00008,0.00033,0.00059,120,0.1,0,10,-10,WAIT
0.83324,0.83301,0.82743,0.00029,0.00038,-0.0015,-120,-0.1,0,-10,-10,BUY
0.83449,0.83312,0.82772,0.00011,0.00029,0.0005,60,0,0,0,0,STRONGBUY
0.83528,0.83327,0.82798,0.00015,0.00026,-0.001,20,0,0,0,0,STRONGBUY
0.83558,0.83339,0.82823,0.00012,0.00025,-0.00025,20,-0.1,0,0,10,BUY
0.8377,0.83335,0.82857,-0.00004,0.00033,0.00165,60,0.1,0.0005,10,20,STRONGSELL
0.8383,0.83358,0.82890,0.00023,0.00034,0.00029,-20,0.1,0,0,0,STRONGSELL
0.83795,0.83404,0.82925,0.00046,0.00035,0.00131,-20,0.2,0,0,0,STRONGSELL
0.83378,0.83456,0.82957,0.00052,0.00032,-0.001,-180.05,-0.2,-0.0005,-10,-30,BUY
0.83289,0.83484,0.82977,0.00028,0.00020,-0.0015,-19.95,-0.1,0,-10,-30,STRONGBUY
0.83432,0.83483,0.82998,-0.00001,0.00020,-0.0025,40,0,0,10,-10,BUY
0.83588,0.83494,0.83019,0.00011,0.00021,0.002,60,0,0,0,10,SELL
0.8361,0.83513,0.83042,0.00020,0.00023,0.0005,0,0,0,0,20,SELL
0.83599,0.83527,0.83073,0.00014,0.00031,-0.001,0,0,0,0,10,STRONGSELL
0.83404,0.83550,0.83109,0.00023,0.00036,0,-100,0,0,0,0,STRONGSELL
0.83335,0.83540,0.83141,-0.00011,0.00032,-0.002,-20,0,-0.0005,-10,-10,STRONGSELL
0.83239,0.83540,0.83173,0.00001,0.00033,0,-40,-0.1,0,0,-30,STRONGSELL
0.83025,0.83525,0.83198,-0.00015,0.00025,-0.0005,-40,0,0,0,0,STRONGSELL
0.8291,0.83489,0.83220,-0.00036,0.00022,-0.0015,0,-0.1,-0.0005,-10,0,SELL
0.82715,0.83443,0.83231,-0.00046,0.00011,-0.001,0,-0.1,0,0,0,STRONGBUY
0.82698,0.83368,0.83241,-0.00075,0.00009,0.0005,20,0,0,0,10,STRONGBUY
0.82625,0.83287,0.83237,-0.00081,-0.00003,0,20,-0.1,0,0,0,STRONGBUY
0.83094,0.83203,0.83235,-0.00084,-0.00002,nan,100,0.2,0,10,10,BUY
0.83358,0.83183,0.83246,-0.00020,0.00011,0.00301,60,0.1,0.00075,10,30,BUY
0.83625,0.83188,0.83261,0.00005,0.00015,0.00149,60,0.1,0.00075,0,20,STRONGSELL
0.83342,0.83202,0.83286,0.00014,0.00025,-0.001,-60,-0.05,0,0,-10,STRONGSELL
0.83535,0.83184,0.83308,-0.00018,0.00022,-0.001,60,-0.05,0.0005,0,0,STRONGSELL
0.83291,0.83179,0.83321,-0.00005,0.00013,0,-60,0.1,0,0,-10,WAIT
0.82937,0.83157,0.83322,-0.00022,0.00001,-0.0025,-80.05,-0.1,-0.0005,-10,-30,BUY
0.82967,0.83124,0.83316,-0.00033,-0.00006,-0.0015,20.05,0,0,0,-20,WAIT
0.83325,0.83097,0.83310,-0.00026,-0.00005,0.0025,80,0.1,0,10,10,BUY
0.8313,0.83103,0.83309,0.00006,-0.00002,0.001,-40,0,-0.0005,-10,10,STRONGBUY
0.83027,0.83111,0.83304,0.00008,-0.00005,-0.002,-40,0,0,0,10,STRONGBUY
0.8343,0.83119,0.83301,0.00008,-0.00003,0.002,100,0.1,0.0005,10,10,STRONGBUY
0.83646,0.83170,0.83300,0.00051,-0.00001,0.0015,40,0,0,0,20,WAIT
0.838,0.83238,0.83307,0.00068,0.00007,0.002,40,0.1,0.0005,0,20,SELL
0.83941,0.83322,0.83319,0.00084,0.00013,0.0015,0,0,0.0005,10,-10,STRONGSELL
0.83715,0.83382,0.83335,0.00060,0.00016,-0.0015,-80,-0.1,-0.00025,-10,-10,STRONGSELL
0.83604,0.83408,0.83346,0.00026,0.00011,-0.003,-20,-0.1,-0.00025,0,-10,STRONGSELL
0.83203,0.83406,0.83354,-0.00001,0.00007,-0.0015,-100.05,0,-0.0005,-10,-20,STRONGSELL
0.82735,0.83397,0.83350,-0.00010,-0.00003,-0.002,-79.95,-0.1,-0.0005,0,-30,BUY
0.82624,0.83339,0.83333,-0.00057,-0.00018,-0.004,0,0,-0.0005,-10,-10,STRONGBUY
0.82551,0.83292,0.83316,-0.00048,-0.00017,0.00055,0,0,-0.0005,0,0,STRONGBUY
0.82937,0.83264,0.83304,-0.00028,-0.00013,0.00245,79.95,0,0,10,10,STRONGBUY
0.83252,0.83262,0.83301,-0.00002,-0.00003,0.004,40.05,0.1,0.0005,10,30,STRONGBUY
0.83318,0.83257,0.83306,-0.00005,0.00005,-0.0005,20,0,0,0,30,STRONGBUY
0.83738,0.83270,0.83307,0.00013,0.00000,nan,60,0,0.001,0,20,STRONGSELL
0.83656,0.83321,0.83316,0.00051,0.00009,-0.0015,-20,0,0.0005,0,0,SELL
0.83694,0.83337,0.83323,0.00016,0.00007,0,0,0,0,0,0,STRONGSELL
0.83385,0.83341,0.83328,0.00003,0.00006,0,-40,-0.1,0,0,-20,STRONGBUY
0.83443,0.83311,0.83330,-0.00030,0.00002,-0.003,20,-0.1,0,0,-20,STRONGBUY
0.83186,0.83275,0.83328,-0.00036,-0.00002,0.0005,-40,0.1,-0.0005,-10,-30,STRONGBUY
0.84006,0.83238,0.83325,-0.00038,-0.00003,0.0065,160,0.1,0.0005,10,20,WAIT
0.84026,0.83266,0.83336,0.00029,0.00011,-0.002,-20,0.1,0,10,20,SELL
0.84073,0.83325,0.83346,0.00059,0.00010,-0.0005,-20,0.1,0,0,10,SELL
0.83956,0.83421,0.83357,0.00096,0.00010,-0.0005,-20,0,0,-10,0,STRONGSELL
0.83889,0.83516,0.83360,0.00095,0.00004,-0.0005,-20,0,0,0,-10,WAIT
0.83785,0.83611,0.83362,0.00096,0.00001,-0.0012,-40,0,0,0,-20,STRONGSELL
0.83656,0.83672,0.83361,0.00061,0.00000,-0.0013,-40,-0.2,-0.0005,0,-30,SELL
0.83956,0.83701,0.83367,0.00029,0.00006,0.001,80,0,0,0,30,STRONGSELL
0.83445,0.83746,0.83380,0.00046,0.00013,-0.0005,-160,-0.1,-0.0005,-10,-10,SELL
0.83421,0.83725,0.83381,-0.00021,0.00000,-0.0025,20,0,-0.0005,0,0,STRONGSELL
0.83537,0.83709,0.83377,-0.00017,-0.00003,0.0005,19.95,0,0,0,-20,WAIT
0.83287,0.83697,0.83376,-0.00011,-0.00001,-0.001,-59.95,0,0,0,0,WAIT
0.83094,0.83690,0.83370,-0.00007,-0.00006,0,-20,0,-0.0005,0,0,SELL
0.8344,0.83666,0.83363,-0.00025,-0.00006,0,79.95,0,0.0005,0,10,STRONGSELL
0.83243,0.83684,0.83365,0.00018,0.00002,0.001,-39.95,-0.3,0,0,0,STRONGSELL
0.8285,0.83629,0.83366,-0.00054,0.00000,-0.002,-60,0,-0.0005,-10,10,WAIT
0.82998,0.83545,0.83362,-0.00084,-0.00004,-0.002,40,0,0,10,-10,WAIT
0.82792,0.83468,0.83364,-0.00077,0.00002,0.002,-20,0,0,-10,0,STRONGBUY
0.82817,0.83385,0.83365,-0.00083,0.00002,-0.00234,20,0,0,10,0,STRONGBUY
0.83065,0.83309,0.83368,-0.00077,0.00002,0.00234,59.95,0.1,0.0005,0,10,BUY
0.8322,0.83257,0.83377,-0.00051,0.00009,nan,40.05,0.2,0.0005,0,20,STRONGBUY
0.83177,0.83226,0.83379,-0.00031,0.00003,0.001,20,0,0,0,10,STRONGBUY
0.83245,0.83170,0.83375,-0.00056,-0.00004,-0.0005,20,0,0.0005,0,0,STRONGBUY
0.83651,0.83156,0.83368,-0.00014,-0.00008,0.0015,120,0.1,0.0005,10,10,BUY
0.83711,0.83173,0.83374,0.00016,0.00006,0.001,20,0,0,0,10,SELL
0.83802,0.83185,0.83378,0.00012,0.00004,0,-20,0,0.0005,0,0,SELL
0.83876,0.83222,0.83388,0.00037,0.00010,0,-20,0.1,0,10,0,STRONGSELL
0.83611,0.83278,0.83407,0.00056,0.00019,-0.0005,-60,0,0,-10,-10,SELL
0.83672,0.83290,0.83419,0.00012,0.00013,-0.0012,0,-0.1,-0.0005,0,-10,SELL
0.83556,0.83321,0.83426,0.00031,0.00007,-0.0018,-40,0.2,0,0,-30,SELL
0.83444,0.83371,0.83435,0.00050,0.00009,0,-20,0,-0.0005,-10,-10,WAIT
0.83376,0.83403,0.83443,0.00032,0.00008,-0.001,-20,-0.1,0,0,-10,STRONGBUY
0.83277,0.83445,0.83442,0.00042,-0.00001,-0.0005,-60,0.1,-0.0005,0,0,STRONGBUY
0.83429,0.83477,0.83435,0.00033,-0.00007,0,40,-0.1,0,0,0,STRONGBUY
0.83981,0.83503,0.83427,0.00026,-0.00007,0.006,180,0.1,0.0005,20,40,BUY
0.83957,0.83558,0.83428,0.00054,0.00001,-0.001,-40,0,0,0,20,SELL
0.83883,0.83613,0.83433,0.00056,0.00005,-0.0005,-20,0,0,-10,0,SELL
0.84083,0.83659,0.83439,0.00046,0.00006,0,40,-0.1,0.0005,10,10,STRONGSELL
0.83762,0.83690,0.83456,0.00031,0.00018,0,-100,-0.1,0,-10,-10,WAIT
0.83726,0.83694,0.83477,0.00004,0.00021,-0.002,-20,0,-0.0005,0,-20,STRONGBUY
0.83517,0.83688,0.83499,-0.00005,0.00022,-0.0015,-60.05,-0.1,0,-10,-30,STRONGBUY
0.83757,0.83662,0.83518,-0.00026,0.00019,0,80.05,0.1,-0.0005,10,0,STRONGBUY
0.84293,0.83673,0.83534,0.00010,0.00016,0.0045,120,0.1,0.0005,10,30,STRONGBUY
0.84192,0.83717,0.83555,0.00044,0.00021,-0.001,-40,0,0,-10,20,STRONGSELL
0.84488,0.83763,0.83573,0.00045,0.00017,0.002,40,0.1,0.0005,10,10,STRONGSELL
0.84613,0.83837,0.83588,0.00075,0.00015,0,0,0,0,0,0,STRONGSELL
0.8386,0.83926,0.83607,0.00088,0.00019,0,-180,-0.1,0,-10,-20,STRONGSELL
0.83423,0.83967,0.83610,0.00042,0.00003,-0.0065,-100,-0.1,-0.001,-10,-30,BUY
0.83526,0.83967,0.83611,0.00000,0.00001,-0.0025,40,-0.1,-0.0005,0,-20,BUY
0.83379,0.83934,0.83613,-0.00033,0.00002,0.0005,-20,0,0,0,0,STRONGBUY
0.83582,0.83893,0.83616,-0.00041,0.00004,0.0005,59.95,-0.1,-0.0005,0,0,STRONGBUY
0.83707,0.83872,0.83608,-0.00021,-0.00008,0.001,20.05,0.1,0,0,10,WAIT
0.83931,0.83845,0.83602,-0.00027,-0.00006,0.003,40,0,0.0005,10,30,SELL
0.83949,0.83857,0.83599,0.00012,-0.00003,-0.00075,0,0.1,0.0005,0,30,STRONGSELL
0.8373,0.83873,0.83599,0.00016,0.00000,-0.00025,-40,0,0,-10,-10,STRONGSELL
0.83654,0.83888,0.83595,0.00015,-0.00003,-0.002,-20.05,-0.1,0,0,-10,STRONGSELL
0.83398,0.83881,0.83593,-0.00007,-0.00003,-0.0005,-39.95,-0.1,0,0,-30,STRONGSELL
0.83267,0.83817,0.83588,-0.00064,-0.00005,-0.001,-20,0,-0.0005,0,-20,STRONGSELL
0.82917,0.83751,0.83574,-0.00066,-0.00014,0,-60,-0.1,-0.0005,-10,-10,SELL
0.82871,0.83638,0.83563,-0.00112,-0.00011,-nan,0,-0.1,0,0,0,STRONGSELL
0.82816,0.83514,0.83552,-0.00124,-0.00011,0.0015,20,0.1,0,0,0,STRONGSELL
0.82813,0.83439,0.83538,-0.00075,-0.00014,-0.001,40,0,0,0,0,STRONGSELL
0.82246,0.83396,0.83528,-0.00044,-0.00009,0.0015,-60,0,-0.0005,-10,0,SELL
0.82273,0.83304,0.83511,-0.00091,-0.00017,-0.0025,40,0,0,0,10,STRONGSELL
0.82077,0.83225,0.83488,-0.00079,-0.00023,0,0,0,0,0,-10,STRONGSELL
0.82077,0.83118,0.83465,-0.00108,-0.00023,-0.001,20,-0.1,0,0,10,STRONGSELL
0.81722,0.83001,0.83449,-0.00116,-0.00015,0.0025,-20,-0.1,0,0,-10,STRONGSELL
0.81496,0.82844,0.83424,-0.00158,-0.00026,-nan,0,0,0,0,10,STRONGSELL
0.81436,0.82668,0.83398,-0.00175,-0.00026,0.001,20,0,0,0,0,SELL
0.81213,0.82505,0.83370,-0.00164,-0.00028,0.0005,-20,0,0,-10,0,STRONGBUY
0.81169,0.82330,0.83333,-0.00174,-0.00037,-0.0015,20,0,0,0,0,STRONGBUY
0.81184,0.82171,0.83292,-0.00159,-0.00041,0.001,20,0,0.0005,0,0,STRONGBUY
0.81577,0.82022,0.83252,-0.00149,-0.00040,nan,39.95,0.1,0.0005,20,20,WAIT
0.8173,0.81926,0.83219,-0.00096,-0.00033,0.002,40.05,0.1,0.0005,0,30,BUY
0.81793,0.81845,0.83181,-0.00082,-0.00038,0.002,20,0,0.0005,0,20,SELL
0.81633,0.81772,0.83142,-0.00073,-0.00038,-0.0005,-20,0,0.0005,0,0,WAIT
0.81873,0.81688,0.83099,-0.00084,-0.00043,0.0015,60,0.1,0.0005,10,-10,BUY
0.8151,0.81661,0.83059,-0.00027,-0.00040,0,-80,0,0,-10,-20,STRONGBUY
0.81634,0.81606,0.83017,-0.00055,-0.00042,-0.003,40,0,0,0,0,STRONGBUY
0.82105,0.81575,0.82976,-0.00032,-0.00041,0.0045,160,0.2,0,10,0,STRONGBUY
0.82628,0.81577,0.82947,0.00002,-0.00029,0.0045,20,0.1,0.0005,10,30,SELL
0.82288,0.81642,0.82931,0.00065,-0.00016,0.0005,-60,0.1,0.0005,0,0,BUY
0.82454,0.81698,0.82909,0.00057,-0.00022,-nan,0,0,0,0,-10,WAIT
0.82414,0.81771,0.82892,0.00073,-0.00016,0.001,-40,0,0,0,-10,WAIT
0.82542,0.81857,0.82872,0.00086,-0.00020,-0.001,20,0.1,0,0,10,STRONGSELL
0.82444,0.81955,0.82843,0.00098,-0.00029,0.0005,-40,0,-0.0005,0,-10,SELL
0.82364,0.82045,0.82813,0.00090,-0.00030,-0.002,-20,-0.1,0,0,-10,SELL
0.81934,0.82101,0.82783,0.00056,-0.00030,0,-80,-0.1,-0.001,-10,-30,SELL
0.82261,0.82115,0.82740,0.00015,-0.00043,-0.0005,60,0,0,10,0,STRONGSELL
0.82108,0.82149,0.82710,0.00033,-0.00030,-0.0015,-40,0,-0.0005,-10,0,STRONGSELL
0.81781,0.82183,0.82677,0.00034,-0.00032,-0.003,-80,-0.1,-0.0005,0,0,SELL
0.81818,0.82176,0.82643,-0.00007,-0.00035,-0.0005,0,0,0,0,-10,WAIT
0.81651,0.82198,0.82604,0.00022,-0.00039,0,-60,0,-0.0005,0,0,BUY
0.8152,0.82199,0.82551,0.00001,-0.00053,-0.0005,20,-0.1,0,-10,0,STRONGBUY
0.81736,0.82158,0.82498,-0.00042,-0.00053,0.0015,60,-0.2,0,10,10,STRONGBUY
0.81912,0.82094,0.82443,-0.00064,-0.00055,0.0015,40,0,0.0005,0,30,BUY
0.82254,0.82067,0.82389,-0.00027,-0.00054,0.00342,80,0.2,0,10,30,SELL
0.82222,0.82053,0.82356,-0.00014,-0.00032,-0.00042,0,-0.1,0.0005,0,10,SELL
0.82161,0.82039,0.82332,-0.00014,-0.00024,-0.0005,0,0,0.0005,0,-10,WAIT
0.82119,0.82012,0.82305,-0.00027,-0.00027,-0.0005,-20,0,0,0,-10,SELL
0.81961,0.81989,0.82280,-0.00023,-0.00025,0.002,-20,0,0,-10,-20,SELL
0.82238,0.81960,0.82247,-0.00029,-0.00032,-0.0015,80,0.1,0,10,0,STRONGSELL
0.81975,0.81982,0.82218,0.00022,-0.00029,-0.001,-80,0,-0.0005,-10,-20,STRONGSELL
0.81801,0.81961,0.82179,-0.00020,-0.00039,-0.001,-60.05,-0.1,0,0,0,STRONGSELL
0.81338,0.81939,0.82136,-0.00022,-0.00043,-0.0015,-119.95,0,-0.0005,-10,-20,STRONGSELL
0.81102,0.81908,0.82088,-0.00032,-0.00048,-nan,0,0,-0.0005,0,0,SELL
0.80764,0.81856,0.82037,-0.00051,-0.00051,-0.0015,-20,0,-0.0005,0,-10,STRONGBUY
0.80856,0.81793,0.81984,-0.00063,-0.00053,0,40,0,-0.0005,0,0,STRONGBUY
0.81001,0.81746,0.81936,-0.00047,-0.00048,0.0015,60,0,0,0,10,STRONGBUY
0.8112,0.81693,0.81898,-0.00052,-0.00038,0.0015,20,0,0.0005,0,20,STRONGBUY
0.81284,0.81637,0.81863,-0.00057,-0.00035,0.003,40,-0.1,0.0005,10,20,STRONGBUY
